Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"We reach four principal conclusion from this study: 1) <span class=""variant"" dbSNP=""rs429358"" genes_norm=""1437;348;3918"">rs429358</span> alone is responsible for the association of <span class=""gene"" id=""20847432-7-108-112"">APOE</span> with <span class=""disease"" id=""20847432-7-118-126"">dementia</span>; 2) The association of <span class=""gene"" id=""20847432-7-150-154"">APOE</span> with <span class=""disease"" id=""20847432-7-160-168"">dementia</span> is substantially mediated by its effect on CNS Aß42 levels; 3) The association of <span class=""gene"" id=""20847432-7-251-255"">APOE</span> with <span class=""disease"" id=""20847432-7-261-269"">dementia</span> is <span class=""negexp"">not mediated</span> by its impact on peripheral lipid metabolism; and 4) The dichotomy of effects of <span class=""variant"" dbSNP=""rs429358"" genes_norm=""1437;348;3918"">rs429358</span> and <span class=""variant"" dbSNP=""rs7412"" genes_norm=""1437;348;3918"">rs7412</span> represents one of the best examples of genetic pleiotropy for complex traits known and illustrates the importance of allelic heterogeneity in <span class=""gene"" id=""20847432-7-529-533"">APOE</span>."	20847432.0	2010.0
Dementia	C0497327	PSEN1	5663	0.2	GeneticVariation		BEFREE	"The <span class=""variant"" dbSNP=""rs63749824"" genes_norm=""5663"">A79V</span> mutation in <span class=""gene"" id=""17615170-13-21-24"">PS1</span> can be associated with very late onset of <span class=""disease"" id=""17615170-13-67-75"">dementia</span>."	17615170.0	2007.0
Dementia	C0497327	ATP7B	540	0.11	Biomarker		HPO			
Dementia	C0497327	BCL2	596	0.04	GeneticVariation		BEFREE	"Effect of <span class=""gene"" id=""22198673-0-10-15"">Bcl-2</span> <span class=""variant"" dbSNP=""rs956572"" genes_norm=""596"">rs956572</span> SNP on regional gray matter volumes and cognitive function in elderly males without <span class=""disease"" id=""22198673-0-109-117"">dementia</span>."	22198673.0	2013.0
Dementia	C0497327	AD17	101290498	0.01	GeneticVariation		BEFREE	"102 patients with <span class=""disease"" id=""27167582-6-18-26"">dementia</span> (53 with <span class=""gene"" id=""27167582-6-36-59"">Alzheimer's disease, 17</span> with vascular dementia and 32 with mixed dementia) were recruited."	27167582.0	2016.0
Dementia	C0497327	PIN1	5300	0.02	Biomarker		LHGDN	Shortfalls in the peptidyl-prolyl cis-trans isomerase protein Pin1 in neurons are associated with frontotemporal dementias.	15474361.0	2004.0
Dementia	C0497327	MIR21	406991	0.01	Biomarker		BEFREE	"In both HIV associated <span class=""disease"" id=""21170291-2-23-31"">dementia</span> in humans and its monkey model SIV encephalitis we find <span class=""gene"" id=""21170291-2-88-94"">miR-21</span>, a miRNA largely known for its link to oncogenesis, to be significantly upregulated in the brain."	21170291.0	2010.0
Dementia	C0497327	SNCA	6622	0.2	Biomarker		BEFREE	"Perirhinal accumulation of neuronal <span class=""gene"" id=""28419566-0-36-51"">alpha-synuclein</span> in a multiple system atrophy patient with <span class=""disease"" id=""28419566-0-94-102"">dementia</span>."	28419566.0	2017.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"<span class=""gene"" id=""16684399-9-0-4"">APOE</span> epsilon4 constitutes a risk factor for <span class=""disease"" id=""16684399-9-44-52"">dementia</span>, mild injury in isolation does not increase the risk, but head injury in combination with the <span class=""gene"" id=""16684399-9-147-151"">APOE</span> epsilon4 leads to increased risk of <span class=""disease"" id=""16684399-9-188-196"">dementia</span>."	16684399.0	2007.0
Dementia	C0497327	SOD1	6647	0.1	Biomarker		BEFREE	"Mutations in valosin-containing protein (VCP) cause inclusion body myopathy (IBM) associated with Paget's disease of the bone, fronto-temporal <span class=""disease"" id=""23250913-2-143-151"">dementia</span> and amyotrophic lateral sclerosis (IBMPFD/<span class=""gene"" id=""23250913-2-194-197"">ALS</span>)."	23250913.0	2013.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"There was no interaction between OI and <span class=""gene"" id=""28039314-9-40-44"">APOE</span> ε4 and risk of <span class=""disease"" id=""28039314-9-60-68"">dementia</span>."	28039314.0	2017.0
Dementia	C0497327	ACOT7	11332	0.01	AlteredExpression		BEFREE	"<span class=""gene"" id=""16987932-4-0-3"">ACT</span> has been shown to promote Abeta polymerization in vitro and in vivo, and levels of ACT protein in plasma and cerebrospinal fluid from Alzheimer's patients have been found to correlate with progression of <span class=""disease"" id=""16987932-4-208-216"">dementia</span>."	16987932.0	2006.0
Dementia	C0497327	ACE	1636	0.1	GeneticVariation		BEFREE	"Since vascular risk factors are likely to impact on <span class=""disease"" id=""9129727-5-52-60"">dementia</span> risk, we also examined the <span class=""gene"" id=""9129727-5-88-117"">angiotensin-converting enzyme</span> (<span class=""gene"" id=""9129727-5-119-122"">ACE</span>) and methylenetetrahydrofolate reductase (MTHFR) genes as candidates."	9129727.0	1997.0
Dementia	C0497327	CYP2D6	1565	0.03	GeneticVariation		BEFREE	"There was <span class=""negexp"">no relationship</span> between <span class=""gene"" id=""17530572-9-34-40"">CYP2D6</span> alleles and the age of onset and advancement of <span class=""disease"" id=""17530572-9-89-97"">dementia</span> in AD and PD."	17530572.0	2007.0
Dementia	C0497327	MOK	5891	0.03	Biomarker		BEFREE	"Elevated Plasma Level of Soluble Form of <span class=""gene"" id=""29098526-0-41-45"">RAGE</span> in Ischemic Stroke Patients with <span class=""disease"" id=""29098526-0-79-87"">Dementia</span>."	29098526.0	2017.0
Dementia	C0497327	NR4A2	4929	0.1	Biomarker		HPO			
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"<span class=""gene"" id=""12736093-0-0-16"">Apolipoprotein E</span>, angiotensin-converting enzyme and alpha-1-antichymotrypsin genotypes are <span class=""negexp"">not associated</span> with post-stroke <span class=""disease"" id=""12736093-0-123-131"">dementia</span>."	12736093.0	2003.0
Dementia	C0497327	NOTCH3	4854	0.5	GeneticVariation		BEFREE	"<span class=""gene"" id=""8954801-1-0-7"">CADASIL</span>, a recently identified autosomal dominant condition characterized by the recurrence of subcortical infarcts leading to <span class=""disease"" id=""8954801-1-127-135"">dementia</span>, was previously mapped to chromosome 19p13.1 within a 2-cM interval, D19S226-D19S199."	8954801.0	1996.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"The Contribution of Genetic Factors to Cognitive Impairment and <span class=""disease"" id=""30866553-0-64-72"">Dementia</span>: <span class=""gene"" id=""30866553-0-74-90"">Apolipoprotein E</span> Gene, Gene Interactions, and Polygenic Risk."	30866553.0	2019.0
Dementia	C0497327	CLU	1191	0.08	Biomarker		BEFREE	"Subgroup analysis showed that the plasma <span class=""gene"" id=""30291488-9-41-44"">CLU</span> concentration was significantly increased only in the AD group (SDM = 1.85, 95% CI 0.84-2.85, P &lt; 0.001), but not in MCI or other <span class=""disease"" id=""30291488-9-175-184"">dementias</span>."	30291488.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"T2D and <span class=""gene"" id=""28545893-4-8-12"">APOE</span> ε4 allele were independent risk factors for developing <span class=""disease"" id=""28545893-4-68-76"">dementia</span>."	28545893.0	2017.0
Dementia	C0497327	ACHE	43	0.1	Biomarker		BEFREE	"The recent development of <span class=""gene"" id=""12038595-1-26-46"">acetylcholinesterase</span> inhibitors to treat patients with Alzheimer's disease has increased interest in the use of biochemical markers for the early detection and diagnosis of <span class=""disease"" id=""12038595-1-199-207"">dementia</span>, but only the measurement of the protein 14-3-3 in cerebrospinal fluid (CSF) to help diagnose sporadic Creutzfeldt-Jakob disease has become accepted clinical practice."	12038595.0	2002.0
Dementia	C0497327	BACE1	23621	0.1	AlteredExpression		BEFREE	"<span class=""gene"" id=""29788013-2-0-5"">BACE1</span> activity and sAβPPβ concentration were measured in patients with AD <span class=""disease"" id=""29788013-2-74-82"">dementia</span> (n = 56) and mild cognitive impairment (MCI) due to AD (n = 76) with abnormal routine AD CSF markers, in patients with MCI with normal CSF markers (n = 39), and in controls without preclinical AD (n = 48)."	29788013.0	2018.0
Dementia	C0497327	GDF15	9518	0.02	AlteredExpression		BEFREE	"Receiver operating characteristics (ROC) analysis was used to determine MIC-1/<span class=""gene"" id=""23758647-8-78-83"">GDF15</span> cutoff values associated with cognitive decline and showed that a MIC-1/<span class=""gene"" id=""23758647-8-156-161"">GDF15</span> level exceeding 2764 pg/ml was associated with a 20% chance of decline from normal to MCI or <span class=""disease"" id=""23758647-8-255-263"">dementia</span>."	23758647.0	2013.0
Dementia	C0497327	RUNX1T1	862	0.06	Biomarker		BEFREE	"The expression of CCL-checkpoint and DNA damage response genes: MDM4, ATM and ATR was strongly upregulated and associated with progression of <span class=""disease"" id=""23861893-6-142-150"">dementia</span> (cognitive dementia rating, <span class=""gene"" id=""23861893-6-179-182"">CDR</span>), appearing as early as questionable or mild dementia (<span class=""gene"" id=""23861893-6-238-241"">CDR</span>s 0.5-1)."	23861893.0	2013.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"Among clinical participants, the highest prevalence (40.6% for CSHA-1 and 57.6% for CSHA-2) and incidence (8.4 per 100 person-years) of <span class=""disease"" id=""17978275-8-136-144"">dementia</span> occurred in elderly having both stroke and <span class=""gene"" id=""17978275-8-188-194"">APOE 4</span>; the lowest prevalence (19.8% for CSHA-1 and 23.3% for CSHA-2) and incidence (4.3 per 100 person-years) were among persons having neither."	17978275.0	2008.0
Dementia	C0497327	PSEN2	5664	0.5	GeneticVariation		BEFREE	"AMY plaques are consistently present in familial AD due to presenilin-1 (PS-1), <span class=""gene"" id=""10636133-9-80-84"">PS-2</span>, and amyloid precursor protein mutations, and they can begin to accumulate before the emergence of <span class=""disease"" id=""10636133-9-184-192"">dementia</span>."	10636133.0	2000.0
Dementia	C0497327	MME	4311	0.03	Biomarker		BEFREE	"Although evidence suggests that <span class=""gene"" id=""20663017-3-32-35"">NEP</span> is down-regulated in Alzheimer's disease (AD), the role of IDE and ECE in the Aβ accumulation in aging and <span class=""disease"" id=""20663017-3-143-151"">dementia</span> remains less certain."	20663017.0	2010.0
Dementia	C0497327	TP63	8626	0.01	Biomarker		BEFREE	"Further studies are needed to evaluate the role of CSF IL-12/23 <span class=""gene"" id=""28464009-10-64-67"">p40</span> in other <span class=""disease"" id=""28464009-10-77-86"">dementias</span> and SMCI."	28464009.0	2017.0
Dementia	C0497327	ITM2B	9445	0.2	GeneticVariation		BEFREE	"These findings should better define pathogenic mechanism(s) associated with <span class=""gene"" id=""24026677-10-76-81"">ITM2B</span> mutations underlying <span class=""disease"" id=""24026677-10-103-111"">dementia</span> or retinal disease and add a new candidate to the list of genes involved in inherited retinal dystrophies."	24026677.0	2014.0
Dementia	C0497327	CCL4	6351	0.02	AlteredExpression		BEFREE	"Reverse transcription (RT)-PCR and RT-in situ PCR studies on brain tissue from patients with AIDS dementia demonstrated elevated MIP-1 alpha and <span class=""gene"" id=""8570619-4-145-155"">MIP-1 beta</span> mRNA expression relative to comparable samples from HIV-1-infected patients without <span class=""disease"" id=""8570619-4-240-248"">dementia</span>."	8570619.0	1996.0
Dementia	C0497327	TIMP1	7076	0.02	AlteredExpression		BEFREE	"In contrast, CSF and brain tissue samples from <span class=""disease"" id=""12951656-9-47-50"">HAD</span> patients showed reduced <span class=""gene"" id=""12951656-9-75-81"">TIMP-1</span> levels compared to seronegative controls."	12951656.0	2003.0
Dementia	C0497327	CDR1	1038	0.1	GeneticVariation		BEFREE	"In ADNP+ participants, greater WMH corresponded with increased odds for <span class=""disease"" id=""29843242-9-72-80"">dementia</span> (<span class=""gene"" id=""29843242-9-82-87"">CDR≥1</span>; p = 0.038)."	29843242.0	2018.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"To examine the prevalence of Alzheimer's disease (AD) and other <span class=""disease"" id=""10430421-1-64-73"">dementias</span> in relation to age, education, sex, and genotype at <span class=""gene"" id=""10430421-1-126-130"">APOE</span>."	10430421.0	1999.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"The MCI subjects who developed <span class=""disease"" id=""24685632-6-31-39"">dementia</span> were more likely to carry at least one copy of the <span class=""gene"" id=""24685632-6-91-95"">APOE</span> ε4 allele (Hazard Risk = 4.22)."	24685632.0	2014.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"While <span class=""gene"" id=""20619505-9-6-11"">ApoE4</span>(+) status appears to be a sex neutral risk factor for <span class=""disease"" id=""20619505-9-66-74"">dementia</span>, its association with verbal memory and learning decline and impairment was stronger among women."	20619505.0	2012.0
Dementia	C0497327	HSD11B1	3290	0.02	Biomarker		BEFREE	"<span class=""gene"" id=""29251794-1-0-7"">11βHSD1</span> deficiency enhances myofibroblast activation and promotes initial fibrosis following chemical liver injury; hence, the effects of <span class=""gene"" id=""29251794-1-138-145"">11βHSD1</span> inhibitors on liver injury and repair are likely to be context-dependent and deserve careful scrutiny as these compounds are developed for chronic diseases including metabolic syndrome and <span class=""disease"" id=""29251794-1-335-343"">dementia</span>.(Hepatology 2018;67:2167-2181)."	29251794.0	2018.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"These results and other recent observations suggest that one or more factors other than the <span class=""gene"" id=""9147873-3-92-96"">ApoE</span> gene contribute to the pathogenesis of <span class=""disease"" id=""9147873-3-136-144"">dementia</span> in BD and non-BD vascular dementia."	9147873.0	1996.0
Dementia	C0497327	MAPT	4137	0.5	Biomarker		BEFREE	"Pathological hyperphosphorylation and aggregation of the <span class=""gene"" id=""21530001-1-57-60"">tau</span> protein is associated with <span class=""disease"" id=""21530001-1-88-96"">dementia</span> and can be the central cause of neurodegeneration."	21530001.0	2012.0
